QUERY,HIT,PID,ALNLEN,CHROM,START,STOP,STRAND
Afu1g01420,AFUB_079360,99.73,1494,Chr1_A_fumigatus_Af293,460988,462481,-
Afu1g01430,AFUB_079350,99.88,1635,Chr1_A_fumigatus_Af293,463084,464962,-
Afu1g01440,AFUB_079340,100.00,195,Chr1_A_fumigatus_Af293,465834,466069,+
Afu1g01450,AFUB_079330,98.11,1267,Chr1_A_fumigatus_Af293,467133,468547,+
Afu1g01460,AFUB_079320,99.63,804,Chr1_A_fumigatus_Af293,468861,470323,-
Afu1g01480,AFUB_088060,57.08,1172,Chr1_A_fumigatus_Af293,471047,474848,-
Afu1g01490,AFUB_079300,99.95,5976,Chr1_A_fumigatus_Af293,474895,482069,+
Afu1g01500,AFUB_079290,100.00,567,Chr1_A_fumigatus_Af293,482195,482934,+
Afu1g01520,AFUB_079280,100.00,543,Chr1_A_fumigatus_Af293,483125,484978,-
Afu1g01530,AFUB_079270,99.83,585,Chr1_A_fumigatus_Af293,485169,486696,+
Afu1g01540,AFUB_079260,99.39,1320,Chr1_A_fumigatus_Af293,486857,488384,-
Afu1g01550,AFUB_079250,99.44,1080,Chr1_A_fumigatus_Af293,489006,491838,-
Afu1g01560,AFUB_001960,99.67,1503,Chr1_A_fumigatus_Af293,492223,494504,+
Afu1g01570,AFUB_001970,99.64,1101,Chr1_A_fumigatus_Af293,494505,496602,-
Afu1g01580,AFUB_001980,100.00,156,Chr1_A_fumigatus_Af293,497181,497336,+
Afu1g01590,AFUB_001990,99.84,2517,Chr1_A_fumigatus_Af293,497339,500252,-
Afu1g01600,AFUB_002000,99.94,1761,Chr1_A_fumigatus_Af293,500803,502930,-
Afu1g01610,AFUB_002010,100.00,1014,Chr1_A_fumigatus_Af293,503947,504960,+
Afu1g01620,AFUB_002020,99.22,2319,Chr1_A_fumigatus_Af293,506341,509276,+
Afu1g01630,AFUB_002030,99.72,1080,Chr1_A_fumigatus_Af293,510075,511213,-
Afu1g01640,AFUB_002040,99.93,1374,Chr1_A_fumigatus_Af293,511963,513336,+
Afu1g01650,AFUB_002050,99.60,1239,Chr1_A_fumigatus_Af293,513915,515287,+
Afu1g01660,AFUB_002060,99.36,2031,Chr1_A_fumigatus_Af293,515889,517971,+
Afu1g01670,AFUB_002070,99.07,1401,Chr1_A_fumigatus_Af293,518024,519577,+
Afu1g01680,AFUB_002080,99.65,1140,Chr1_A_fumigatus_Af293,520194,521400,+
Afu1g01690,AFUB_002090,99.68,1539,Chr1_A_fumigatus_Af293,521420,523981,-
Afu1g01700,AFUB_002100,99.20,3135,Chr1_A_fumigatus_Af293,524155,527369,-
Afu1g01710,AFUB_002110,98.69,153,Chr1_A_fumigatus_Af293,527644,527919,+
Afu1g01720,AFUB_002120,99.70,2984,Chr1_A_fumigatus_Af293,528067,531564,-
Afu1g01730,AFUB_002130,99.42,1374,Chr1_A_fumigatus_Af293,532930,535122,-
Afu1g01740,AFUB_002140,99.23,1553,Chr1_A_fumigatus_Af293,536273,538318,-
Afu1g01750,AFUB_002150,99.42,1887,Chr1_A_fumigatus_Af293,538463,540471,+
Afu1g01760,AFUB_002160,99.77,885,Chr1_A_fumigatus_Af293,541112,542746,-
Afu1g01770,AFUB_002170,99.06,855,Chr1_A_fumigatus_Af293,543902,544870,+
Afu1g01780,AFUB_002180,99.71,1026,Chr1_A_fumigatus_Af293,545310,546460,+
Afu1g01790,AFUB_002190,99.10,666,Chr1_A_fumigatus_Af293,546741,547406,+
Afu1g01812,AFUB_002200,98.60,1075,Chr1_A_fumigatus_Af293,547679,549975,-
Afu1g01820,AFUB_002220,98.51,1278,Chr1_A_fumigatus_Af293,550560,552319,-
Afu1g01830,AFUB_002230,99.39,984,Chr1_A_fumigatus_Af293,553142,554202,+
Afu1g01850,AFUB_002240,99.05,2520,Chr1_A_fumigatus_Af293,554338,557654,-
Afu1g01860,AFUB_002250,98.89,633,Chr1_A_fumigatus_Af293,557857,559394,+
Afu1g01870,AFUB_002260,99.73,744,Chr1_A_fumigatus_Af293,559515,560599,+
Afu1g01890,AFUB_002270,99.37,948,Chr1_A_fumigatus_Af293,560926,562298,-
Afu1g01900,AFUB_002280,99.60,252,Chr1_A_fumigatus_Af293,562330,563353,-
Afu1g01910,AFUB_002290,99.92,1281,Chr1_A_fumigatus_Af293,564445,565725,+
Afu1g01920,AFUB_002300,99.66,878,Chr1_A_fumigatus_Af293,568120,569945,+
Afu1g01930,AFUB_002310,99.62,1572,Chr1_A_fumigatus_Af293,570738,572914,+
Afu1g01940,AFUB_002320,99.03,1026,Chr1_A_fumigatus_Af293,573010,574947,+
Afu1g01950,AFUB_002330,100.00,405,Chr1_A_fumigatus_Af293,577211,578092,+
Afu1g01960,AFUB_002340,99.92,1185,Chr1_A_fumigatus_Af293,578684,583140,-
Afu1g01970,AFUB_002350,99.91,1071,Chr1_A_fumigatus_Af293,584790,588649,+
Afu1g01980,AFUB_002360,99.82,549,Chr1_A_fumigatus_Af293,589024,590269,+
Afu1g01990,AFUB_002370,100.00,1548,Chr1_A_fumigatus_Af293,590274,592166,-
Afu1g02000,AFUB_002380,99.84,2523,Chr1_A_fumigatus_Af293,592338,595223,+
Afu1g02010,AFUB_002390,100.00,2367,Chr1_A_fumigatus_Af293,595470,598510,-
Afu1g02020,AFUB_002400,99.77,855,Chr1_A_fumigatus_Af293,598541,600492,-
Afu1g02030,AFUB_002410,99.96,2223,Chr1_A_fumigatus_Af293,600493,603263,+
Afu1g02040,AFUB_002420,100.00,789,Chr1_A_fumigatus_Af293,603587,604435,-
Afu1g02050,AFUB_002430,100.00,2661,Chr1_A_fumigatus_Af293,604820,608263,-
Afu1g02060,AFUB_002440,99.21,757,Chr1_A_fumigatus_Af293,608894,610635,+
Afu1g02070,AFUB_002450,100.00,960,Chr1_A_fumigatus_Af293,611102,612423,+
Afu1g02080,AFUB_002460,99.91,1170,Chr1_A_fumigatus_Af293,612886,614055,-
Afu1g02090,AFUB_002470,100.00,1026,Chr1_A_fumigatus_Af293,614347,615770,-
Afu1g02100,AFUB_002480,99.94,3606,Chr1_A_fumigatus_Af293,616953,621318,+
Afu1g02110,AFUB_002490,100.00,1131,Chr1_A_fumigatus_Af293,621945,623264,+
Afu1g02120,AFUB_002500,99.86,2127,Chr1_A_fumigatus_Af293,624468,626594,-
Afu1g02130,AFUB_002510,99.96,2508,Chr1_A_fumigatus_Af293,629243,631922,-
Afu1g02140,AFUB_002520,99.96,4839,Chr1_A_fumigatus_Af293,632299,637193,-
Afu1g02150,AFUB_002530,99.94,1560,Chr1_A_fumigatus_Af293,637736,639645,-
Afu1g02160,AFUB_002540,100.00,702,Chr1_A_fumigatus_Af293,639720,640774,+
Afu1g02170,AFUB_002550,99.95,1917,Chr1_A_fumigatus_Af293,641329,643533,+
Afu1g02180,AFUB_002560,99.55,2656,Chr1_A_fumigatus_Af293,643801,648235,-
Afu1g02190,AFUB_002570,99.34,608,Chr1_A_fumigatus_Af293,648313,650240,+
Afu1g02200,AFUB_002580,100.00,1074,Chr1_A_fumigatus_Af293,650672,652344,-
Afu1g02210,AFUB_002590,100.00,1071,Chr1_A_fumigatus_Af293,652438,653986,-
Afu1g02220,AFUB_002600,99.68,312,Chr1_A_fumigatus_Af293,654913,655481,+
Afu1g02230,AFUB_002610,99.79,480,Chr1_A_fumigatus_Af293,655707,657411,-
Afu1g02240,AFUB_002620,99.87,759,Chr1_A_fumigatus_Af293,657846,658664,-
Afu1g02250,AFUB_002630,100.00,660,Chr1_A_fumigatus_Af293,659966,660693,+
Afu1g02255,AFUB_002640,99.82,567,Chr1_A_fumigatus_Af293,661446,662079,+
Afu1g02260,AFUB_002650,100.00,471,Chr1_A_fumigatus_Af293,662922,663500,+
Afu1g02270,AFUB_002660,100.00,2343,Chr1_A_fumigatus_Af293,663569,666776,-
Afu1g02280,AFUB_002670,99.95,2115,Chr1_A_fumigatus_Af293,667288,669402,+
Afu1g02290,AFUB_002680,100.00,321,Chr1_A_fumigatus_Af293,669646,670312,-
Afu1g02300,AFUB_002690,96.17,183,Chr1_A_fumigatus_Af293,675170,675595,+
Afu1g02310,AFUB_002700,99.26,678,Chr1_A_fumigatus_Af293,675909,677389,-
Afu1g02320,AFUB_002710,99.28,690,Chr1_A_fumigatus_Af293,678245,679078,+
Afu1g02330,AFUB_002720,99.78,915,Chr1_A_fumigatus_Af293,679650,681430,-
Afu1g02340,AFUB_002730,99.63,1335,Chr1_A_fumigatus_Af293,682116,683450,+
Afu1g02350,AFUB_002750,99.75,1608,Chr1_A_fumigatus_Af293,689570,692145,+
Afu1g02360,AFUB_002740,99.54,1737,Chr1_A_fumigatus_Af293,685901,688813,-
Afu1g02370,AFUB_002760,99.77,888,Chr1_A_fumigatus_Af293,693008,694440,-
Afu1g02380,AFUB_002770,100.00,357,Chr1_A_fumigatus_Af293,694589,695517,+
Afu1g02390,AFUB_002780,99.06,1488,Chr1_A_fumigatus_Af293,696676,698632,+
Afu1g02400,AFUB_002790,97.78,1487,Chr1_A_fumigatus_Af293,698938,701571,-
Afu1g02410,AFUB_002800,99.50,1410,Chr1_A_fumigatus_Af293,701980,703574,+
Afu1g02420,AFUB_002810,99.63,1368,Chr1_A_fumigatus_Af293,703908,705275,-
Afu1g02430,AFUB_002820,99.65,1155,Chr1_A_fumigatus_Af293,705463,707644,+
Afu1g02440,AFUB_002830,99.54,864,Chr1_A_fumigatus_Af293,707695,708555,+
Afu1g02450,AFUB_002840,99.66,1767,Chr1_A_fumigatus_Af293,709543,711499,+
Afu1g02460,AFUB_002850,99.83,3539,Chr1_A_fumigatus_Af293,711801,715716,-
Afu1g02480,AFUB_041460,58.92,1860,Chr1_A_fumigatus_Af293,716051,720223,-
Afu1g02490,AFUB_002870,98.61,863,Chr1_A_fumigatus_Af293,720313,722724,+
Afu1g02500,AFUB_002880,100.00,1626,Chr1_A_fumigatus_Af293,722802,724693,-
Afu1g02510,AFUB_002890,99.87,3057,Chr1_A_fumigatus_Af293,724835,735836,-
Afu1g02520,AFUB_002900,100.00,252,Chr1_A_fumigatus_Af293,736092,736440,+
Afu1g02530,AFUB_002910,99.93,1512,Chr1_A_fumigatus_Af293,736825,739008,+
Afu1g02540,AFUB_002920,99.95,3741,Chr1_A_fumigatus_Af293,739433,744026,-
Afu1g02550,AFUB_002930,100.00,1347,Chr1_A_fumigatus_Af293,744134,746706,-
Afu1g02560,AFUB_002940,100.00,762,Chr1_A_fumigatus_Af293,746813,748117,+
Afu1g02570,AFUB_002950,100.00,2844,Chr1_A_fumigatus_Af293,748596,751940,-
Afu1g02580,AFUB_002960,99.90,1020,Chr1_A_fumigatus_Af293,752149,754061,+
Afu1g02590,AFUB_002970,99.81,2142,Chr1_A_fumigatus_Af293,754354,757409,-
Afu1g02600,AFUB_002980,100.00,759,Chr1_A_fumigatus_Af293,757554,760572,-
Afu1g02610,AFUB_002990,99.69,978,Chr1_A_fumigatus_Af293,761830,763190,+
Afu1g02620,AFUB_003000,99.79,468,Chr1_A_fumigatus_Af293,763378,763989,-
Afu1g02630,AFUB_003010,100.00,1629,Chr1_A_fumigatus_Af293,764137,766009,+
Afu1g02640,AFUB_003040,100.00,1131,Chr1_A_fumigatus_Af293,768205,769408,-
Afu1g02650,AFUB_003050,99.94,1548,Chr1_A_fumigatus_Af293,769847,771547,-
Afu1g02660,AFUB_003060,99.50,807,Chr1_A_fumigatus_Af293,772134,773463,-
Afu1g02670,AFUB_003070,100.00,963,Chr1_A_fumigatus_Af293,774903,776882,-
Afu1g02680,AFUB_003080,100.00,738,Chr1_A_fumigatus_Af293,777142,780934,+
Afu1g02700,AFUB_003090,100.00,1245,Chr1_A_fumigatus_Af293,780968,783001,-
Afu1g02710,AFUB_003100,99.93,1398,Chr1_A_fumigatus_Af293,783123,784990,+
Afu1g02720,AFUB_003110,100.00,807,Chr1_A_fumigatus_Af293,785212,786319,-
Afu1g02730,AFUB_003120,99.58,942,Chr1_A_fumigatus_Af293,787162,789684,-
Afu1g02740,AFUB_003130,100.00,1188,Chr1_A_fumigatus_Af293,790042,791488,-
Afu1g02750,AFUB_003140,99.62,531,Chr1_A_fumigatus_Af293,791703,793027,+
Afu1g02760,AFUB_003150,99.91,2271,Chr1_A_fumigatus_Af293,793139,798846,+
Afu1g02770,AFUB_003160,100.00,987,Chr1_A_fumigatus_Af293,800203,801369,+
Afu1g02780,AFUB_003170,100.00,1140,Chr1_A_fumigatus_Af293,801902,803819,+
Afu1g02800,AFUB_003180,100.00,92,Chr1_A_fumigatus_Af293,803957,807606,-
Afu1g02810,AFUB_003190,100.00,765,Chr1_A_fumigatus_Af293,807797,808895,+
Afu1g02820,AFUB_003200,99.84,612,Chr1_A_fumigatus_Af293,809383,810946,+
Afu1g02830,AFUB_003210,99.64,1959,Chr1_A_fumigatus_Af293,811213,814010,+
Afu1g02840,AFUB_003220,99.15,2247,Chr1_A_fumigatus_Af293,814024,817328,-
Afu1g02850,AFUB_003230,99.37,798,Chr1_A_fumigatus_Af293,817719,818861,+
Afu1g02860,AFUB_003240,99.39,825,Chr1_A_fumigatus_Af293,820017,821490,+
Afu1g02870,AFUB_003250,99.33,1201,Chr1_A_fumigatus_Af293,821550,825521,-
Afu1g02880,AFUB_003260,99.82,1095,Chr1_A_fumigatus_Af293,828118,829830,-
Afu1g02890,AFUB_003270,99.87,753,Chr1_A_fumigatus_Af293,829952,830818,+
Afu1g02900,AFUB_003280,99.53,1071,Chr1_A_fumigatus_Af293,830977,832970,-
Afu1g02910,AFUB_003290,99.57,1155,Chr1_A_fumigatus_Af293,833684,834865,+
Afu1g02920,AFUB_003300,99.45,2352,Chr1_A_fumigatus_Af293,835070,838142,-
Afu1g02930,AFUB_003310,99.89,894,Chr1_A_fumigatus_Af293,839424,840797,+
Afu1g02940,AFUB_003320,99.63,1341,Chr1_A_fumigatus_Af293,840826,842768,+
Afu1g02950,AFUB_003330,99.45,1278,Chr1_A_fumigatus_Af293,843296,844729,-
Afu1g02960,AFUB_003340,100.00,229,Chr1_A_fumigatus_Af293,844886,846627,-
Afu1g02970,AFUB_003350,100.00,1284,Chr1_A_fumigatus_Af293,846761,849608,-
Afu1g02980,AFUB_003360,99.87,798,Chr1_A_fumigatus_Af293,851746,856056,+
Afu1g02985,AFUB_003370,99.41,1701,Chr1_A_fumigatus_Af293,856246,858170,+
Afu1g02990,AFUB_003380,99.88,3304,Chr1_A_fumigatus_Af293,859947,863871,+
Afu1g03000,AFUB_003390,99.88,1674,Chr1_A_fumigatus_Af293,864134,866082,+
Afu1g03010,AFUB_003400,100.00,2646,Chr1_A_fumigatus_Af293,866374,869019,-
Afu1g03020,AFUB_003410,100.00,240,Chr1_A_fumigatus_Af293,869373,869671,+
Afu1g03030,AFUB_003420,99.91,3318,Chr1_A_fumigatus_Af293,870607,874638,+
Afu1g03035,AFUB_003430,99.86,732,Chr1_A_fumigatus_Af293,875093,875824,-
Afu1g03040,AFUB_003440,100.00,549,Chr1_A_fumigatus_Af293,876704,877527,-
Afu1g03050,AFUB_003450,100.00,3306,Chr1_A_fumigatus_Af293,878846,882246,+
Afu1g03060,AFUB_003460,100.00,858,Chr1_A_fumigatus_Af293,882423,883672,+
Afu1g03070,AFUB_003480,99.91,2238,Chr1_A_fumigatus_Af293,884870,887625,+
Afu1g03080,AFUB_003490,99.92,1263,Chr1_A_fumigatus_Af293,887920,889769,-
Afu1g03090,AFUB_003500,99.87,1584,Chr1_A_fumigatus_Af293,890020,893171,+
Afu1g03100,AFUB_003510,100.00,498,Chr1_A_fumigatus_Af293,894078,896013,-
Afu1g03110,AFUB_003520,100.00,198,Chr1_A_fumigatus_Af293,896544,897574,+
Afu1g03120,AFUB_003530,100.00,1467,Chr1_A_fumigatus_Af293,898105,899701,-
Afu1g03130,AFUB_003540,100.00,1431,Chr1_A_fumigatus_Af293,899771,901633,-
Afu1g03140,AFUB_003550,99.90,1965,Chr1_A_fumigatus_Af293,901724,905291,+
Afu1g03150,AFUB_003560,99.93,1497,Chr1_A_fumigatus_Af293,905493,907651,+
Afu1g03160,AFUB_003570,99.85,681,Chr1_A_fumigatus_Af293,908364,910329,+
Afu1g03170,AFUB_003580,99.82,2817,Chr1_A_fumigatus_Af293,910383,914481,+
Afu1g03180,AFUB_003600,99.32,444,Chr1_A_fumigatus_Af293,917655,918660,-
Afu1g03190,AFUB_003629,98.61,504,Chr1_A_fumigatus_Af293,931344,932269,+
Afu1g03195,AFUB_003620,98.75,562,Chr1_A_fumigatus_Af293,922375,924616,+
Afu1g03200,AFUB_003610,99.61,1557,Chr1_A_fumigatus_Af293,919916,921675,-
Afu1g03210,AFUB_003630,100.00,945,Chr1_A_fumigatus_Af293,932621,934326,-
Afu1g03220,AFUB_003640,100.00,264,Chr1_A_fumigatus_Af293,943147,943615,+
Afu1g03230,AFUB_003650,100.00,404,Chr1_A_fumigatus_Af293,943874,944293,-
Afu1g03240,AFUB_003660,100.00,183,Chr1_A_fumigatus_Af293,944467,944703,+
Afu1g03250,AFUB_003670,99.88,804,Chr1_A_fumigatus_Af293,945889,946983,-
Afu1g03260,AFUB_003680,99.92,1326,Chr1_A_fumigatus_Af293,947201,949212,-
Afu1g03270,AFUB_003690,100.00,429,Chr1_A_fumigatus_Af293,952523,952987,+
Afu1g03280,AFUB_003700,100.00,1032,Chr1_A_fumigatus_Af293,953615,954865,-
Afu1g03290,AFUB_003710,100.00,351,Chr1_A_fumigatus_Af293,954898,955270,-
Afu1g03300,AFUB_003720,100.00,1036,Chr1_A_fumigatus_Af293,955980,958095,+
Afu1g03310,AFUB_003730,100.00,222,Chr1_A_fumigatus_Af293,958404,958685,-
Afu1g03320,AFUB_003740,100.00,606,Chr1_A_fumigatus_Af293,959754,962027,+
Afu1g03352,AFUB_003760,99.97,3036,Chr1_A_fumigatus_Af293,968547,972745,-
Afu1g03360,AFUB_003770,100.00,837,Chr1_A_fumigatus_Af293,973908,974791,+
Afu1g03370,AFUB_003780,100.00,1962,Chr1_A_fumigatus_Af293,975394,977406,+
Afu1g03380,AFUB_003790,99.98,4983,Chr1_A_fumigatus_Af293,977969,986167,-
Afu1g03390,AFUB_003800,100.00,498,Chr1_A_fumigatus_Af293,987082,988509,-
Afu1g03400,AFUB_003810,100.00,2310,Chr1_A_fumigatus_Af293,988575,991684,-
Afu1g03410,AFUB_003820,100.00,1503,Chr1_A_fumigatus_Af293,991799,993884,-
Afu1g03420,AFUB_003830,100.00,744,Chr1_A_fumigatus_Af293,994043,995480,+
Afu1g03430,AFUB_003840,100.00,891,Chr1_A_fumigatus_Af293,995830,996800,-
Afu1g03440,AFUB_003850,100.00,1008,Chr1_A_fumigatus_Af293,997179,998907,-
Afu1g03450,AFUB_003860,99.96,2547,Chr1_A_fumigatus_Af293,999056,1002456,+
Afu1g03460,AFUB_003870,99.68,1266,Chr1_A_fumigatus_Af293,1002533,1004378,+
Afu1g03470,AFUB_003880,99.37,315,Chr1_A_fumigatus_Af293,1004790,1005271,+
Afu1g03480,AFUB_003890,100.00,675,Chr1_A_fumigatus_Af293,1005387,1006238,+
Afu1g03490,AFUB_003900,100.00,1122,Chr1_A_fumigatus_Af293,1006401,1009455,+
Afu1g03500,AFUB_003910,99.97,2997,Chr1_A_fumigatus_Af293,1010510,1014140,-
Afu1g03510,AFUB_003920,100.00,894,Chr1_A_fumigatus_Af293,1014247,1016117,+
Afu1g03520,AFUB_003930,99.86,1464,Chr1_A_fumigatus_Af293,1016401,1018140,+
Afu1g03530,AFUB_003940,99.47,1698,Chr1_A_fumigatus_Af293,1018411,1021747,-
Afu1g03540,AFUB_003950,99.96,2238,Chr1_A_fumigatus_Af293,1021806,1025199,-
Afu1g03550,AFUB_003960,99.89,1827,Chr1_A_fumigatus_Af293,1025535,1027840,-
Afu1g03560,AFUB_003970,100.00,1440,Chr1_A_fumigatus_Af293,1027923,1029996,-
Afu1g03570,AFUB_003980,100.00,1347,Chr1_A_fumigatus_Af293,1031446,1033247,+
Afu1g03580,AFUB_003990,100.00,591,Chr1_A_fumigatus_Af293,1033347,1034358,-
Afu1g03590,AFUB_004000,100.00,3138,Chr1_A_fumigatus_Af293,1034387,1038702,+
Afu1g03600,AFUB_004010,99.92,1251,Chr1_A_fumigatus_Af293,1039809,1041170,+
